Herb_,Herb_cn_name,segmented_function,segmented_indication
HERB003583,罗汉松实,[],[]
HERB003584,罗汉松叶,[],[]
HERB003585,落花南美肉豆蔻,[],[]
HERB003586,落花生,[],[]
HERB003587,落花生叶,[],[]
HERB003588,落花生油,[],[]
HERB003589,落花生枝叶,[],[]
HERB003590,,[],[]
HERB003591,,[],[]
HERB003592,,[],[]
HERB003593,落葵花,[],[]
HERB003594,落葵薯,[],[]
HERB003595,罗勒,[],[]
HERB003596,罗勒籽,[],[]
HERB003597,萝藦,[],[]
HERB003598,萝藦子,[],[]
HERB003599,罗伞树,[],[]
HERB003600,络石藤,[],[]
HERB003601,,[],[]
HERB003602,骆驼刺,[],[]
HERB003603,骆驼蒿,[],[]
HERB003604,骆驼蓬,[],[]
HERB003605,骆驼蓬子,[],[]
HERB003606,罗西羊耳蒜,[],[]
HERB003607,,[],[]
HERB003608,落新妇,[],[]
HERB003609,螺旋金合欢,[],[]
HERB003610,螺旋藻,[],[]
HERB003611,螺厣草,[],[]
HERB003612,落叶松,[],[]
HERB003613,落叶松也金丝桃,[],[]
HERB003614,落羽杉,[],[]
HERB003615,,[],[]
HERB003616,葎草,[],[]
HERB003617,绿茶,[],[]
HERB003618,绿豆,[],[]
HERB003619,,[],[]
HERB003620,绿海葵,[],[]
HERB003621,,[],[]
HERB003622,驴皮,[],[]
HERB003623,绿绒蒿,[],[]
HERB003624,吕宋果,[],[]
HERB003625,吕宋荚蒾,[],[]
HERB003626,吕宋楸毛,[],[]
HERB003627,绿笋片,[],[]
HERB003628,铝唐松草,[],[]
HERB003629,驴蹄草叶橐吾,[],[]
HERB003630,铝嚏根草,[],[]
HERB003631,绿仙人掌,[],[]
HERB003632,绿原酸,[],[]
HERB003633,驴子山小橘,[],[]
HERB003634,马宝,[],[]
HERB003635,马比木,[],[]
HERB003636,马鞭草,[],[]
HERB003637,马槟榔,[],[]
HERB003638,马勃,[],[]
HERB003639,麻蚕豆,[],[]
HERB003640,,[],[]
HERB003641,马齿苋,[],[]
HERB003642,麻蛋果,[],[]
HERB003643,,[],[]
HERB003644,,[],[]
HERB003645,马岛黄连树,[],[]
HERB003646,,[],[]
HERB003647,马德里绵枣儿,[],[]
HERB003648,马兜铃,[],[]
HERB003649,马督拉猪屎豆,[],[]
HERB003650,马耳山乌头,[],[]
HERB003651,,[],[]
HERB003652,麻风木,[],[]
HERB003653,麻风树,[],[]
HERB003654,麻根,[],[]
HERB003655,马桂花,[],[]
HERB003656,麻花,[],[]
HERB003657,麻花艽,[],[]
HERB003658,麻黄,[],[]
HERB003659,麻黄根,[],[]
HERB003660,,[],[]
HERB003661,,[],[]
HERB003662,,[],[]
HERB003663,,[],[]
HERB003664,马来西亚黄杨木,[],[]
HERB003665,马来西亚买麻藤,[],[]
HERB003666,马来西亚蕊木,[],[]
HERB003667,,[],[]
HERB003668,马兰叶,[],[]
HERB003669,马莲,[],[]
HERB003670,马蔺,[],[]
HERB003671,马蔺子,[],[]
HERB003672,马铃薯,[],[]
HERB003673,马六甲鱼藤,[],[]
HERB003674,麻柳叶,[],[]
HERB003675,马尿泡,[],[]
HERB003676,麻牛膝,[],[]
HERB003677,,[],[]
HERB003678,马皮,[],[]
HERB003679,马钱子,[],[]
HERB003680,马钱子粉,[],[]
HERB003681,马桑,[],[]
HERB003682,马桑根,[],[]
HERB003683,马桑树皮,[],[]
HERB003684,马桑叶,[],[]
HERB003685,马桑与马桑寄生,[],[]
HERB003686,马山前胡,[],[]
HERB003687,,[],[]
HERB003688,,[],[]
HERB003689,马氏芦荟,[],[]
HERB003690,,[],[]
HERB003691,,[],[]
HERB003692,,[],[]
HERB003693,,[],[]
HERB003694,马蹄纹天竺葵,[],[]
HERB003695,马蹄叶,[],[]
HERB003696,马通,[],[]
HERB003697,,[],[]
HERB003698,马尾莲,[],[]
HERB003699,马尾杉,[],[]
HERB003700,马尾松叶,[],[]
HERB003701,麻叶,[],[]
HERB003702,麻叶千里光,[],[]
HERB003703,马银花,[],[]
HERB003704,麻油,[],[]
HERB003705,,[],[]
HERB003706,马桩赛亚麻,[],[]
HERB003707,麻子仁,[],[]
HERB003708,麦冬,[],[]
HERB003709,麦兜草,[],[]
HERB003710,麦家公,[],[]
HERB003711,麦角,[],[]
HERB003712,,[],[]
HERB003713,买麻藤,[],[]
HERB003714,麦仙翁,[],[]
HERB003715,麦芽,[],[]
HERB003716,麦芽麯,[],[]
HERB003717,,[],[]
HERB003718,,[],[]
HERB003719,,[],[]
HERB003720,蔓长春花,[],[]
HERB003721,,[],[]
HERB003722,,[],[]
HERB003723,满江红,[],[]
HERB003724,蔓荆叶,[],[]
HERB003725,蔓荆子,[],[]
HERB003726,蔓九节,[],[]
HERB003727,鳗鲡鱼,[],[]
HERB003728,,[],[]
HERB003729,曼尼普尔十大功劳,[],[]
HERB003730,满山红,[],[]
HERB003731,满山红油,[],[]
HERB003732,蔓生卷柏,[],[]
HERB003733,,[],[]
HERB003734,蔓藤黄,[],[]
HERB003735,曼陀罗根,[],[]
HERB003736,曼陀罗叶,[],[]
HERB003737,曼陀罗子,[],[]
HERB003738,蔓性千斤拔,[],[]
HERB003739,蔓枝龙胆,[],[]
HERB003740,杧果,[],[]
HERB003741,杧果核,[],[]
HERB003742,杧果树皮,[],[]
HERB003743,杧果叶,[],[]
HERB003744,,[],[]
HERB003745,牻牛儿苗,[],[]
HERB003746,芒萁骨,[],[]
HERB003747,蟒蛇,[],[]
HERB003748,芒硝,[],['Na2SO4.10']
HERB003749,毛八角枫,[],[]
HERB003750,毛白杨,[],[]
HERB003751,毛草龙,[],[]
HERB003752,茅草叶,[],[]
HERB003753,毛唇贝母兰,[],[]
HERB003754,毛刺锦鸡儿,[],[]
HERB003755,毛大丁草,[],[]
HERB003756,猫倒地铃,[],[]
HERB003757,毛地黄,[],[]
HERB003758,毛地黄鼠尾草,[],[]
HERB003759,毛地钱,[],[]
HERB003760,毛冬青,[],[]
HERB003761,毛豆,[],[]
HERB003762,毛独行菜,[],[]
HERB003763,毛萼莓,[],[]
HERB003764,毛萼香茶菜,[],[]
HERB003765,茅膏菜,[],[]
HERB003766,茅根,[],[]
HERB003767,毛梗红毛五加,[],[]
HERB003768,毛梗豨莶,[],[]
HERB003769,毛梗狭叶香茶菜,[],[]
HERB003770,毛钩藤,[],[]
HERB003771,毛贯众,[],[]
HERB003772,毛果地锦,[],[]
HERB003773,毛果杜鹃,[],[]
HERB003774,毛果含笑,[],[]
HERB003775,毛果马利筋,[],[]
HERB003776,毛果槭,[],[]
HERB003777,毛果芍药,[],[]
HERB003778,毛果算盘子,[],[]
HERB003779,,[],[]
HERB003780,毛果香茶菜,[],[]
HERB003781,毛果杨,[],[]
HERB003782,毛果翼核果,[],[]
HERB003783,毛果一枝黄花,[],[]
HERB003784,毛果鱼藤,[],[]
HERB003785,毛果芸香碱,[],[]
HERB003786,毛杭子梢,[],[]
HERB003787,毛诃子,[],[]
HERB003788,毛喉鞘蕊花,[],[]
HERB003789,毛花毛地黄,[],[]
HERB003790,毛花猕猴桃,[],[]
HERB003791,,[],[]
HERB003792,,[],[]
HERB003793,毛剪秋罗,[],[]
HERB003794,毛节缬草,[],[]
HERB003795,,[],[]
HERB003796,毛莲蒿,[],[]
HERB003797,毛裂蜂斗菜,[],[]
HERB003798,毛马齿苋,[],[]
HERB003799,毛脉蓼,[],[]
HERB003800,毛脉吴茱萸,[],[]
HERB003801,毛曼陀罗根,[],[]
HERB003802,毛曼陀罗花,[],[]
HERB003803,毛曼陀罗叶,[],[]
HERB003804,毛曼陀罗子,[],[]
HERB003805,,[],[]
HERB003806,毛泡桐,[],[]
HERB003807,毛韧革菌,[],[]
HERB003808,毛蕊花,[],[]
HERB003809,,[],[]
HERB003810,毛山楂,[],[]
HERB003811,毛使君子,[],[]
HERB003812,毛薯,[],[]
HERB003813,,[],[]
HERB003814,,[],[]
HERB003815,毛头乳菇,[],[]
HERB003816,,[],[]
HERB003817,毛线柱苣苔,[],[]
HERB003818,,[],[]
HERB003819,,[],[]
HERB003820,猫须草,[],[]
HERB003821,猫眼草,[],[]
HERB003822,毛杨梅,[],[]
HERB003823,毛叶巴豆,[],[]
HERB003824,毛叶番荔枝,[],[]
HERB003825,毛叶假鹰爪根,[],[]
HERB003826,毛叶藜芦,[],[]
HERB003827,毛叶石楠,[],[]
HERB003828,毛叶威灵仙,[],[]
HERB003829,毛叶卫矛,[],[]
HERB003830,毛叶香茶菜,[],[]
HERB003831,毛鱼藤,[],[]
HERB003832,毛獐牙菜,[],[]
HERB003833,,[],[]
HERB003834,毛枝卷柏,[],[]
HERB003835,毛柱马钱,[],[]
HERB003836,毛竹叶花椒,[],[]
HERB003837,猫爪草,[],[]
HERB003838,美观马先蒿,[],[]
HERB003839,玫瑰红景天,[],[]
HERB003840,玫瑰花,[],[]
HERB003841,,[],[]
HERB003842,美国薄荷,[],[]
HERB003843,,[],[]
HERB003844,,[],[]
HERB003845,,[],[]
HERB003846,美国青藤,[],[]
HERB003847,美国山核桃,[],[]
HERB003848,美国夏腊梅,[],[]
HERB003849,,[],[]
HERB003850,,[],[]
HERB003851,梅花,[],[]
HERB003852,美花风毛菊,[],[]
HERB003853,美花石斛,[],[]
HERB003854,,[],[]
HERB003855,美丽番红花,[],[]
HERB003856,美丽海罂粟,[],[]
HERB003857,美丽荷包牡丹,[],[]
HERB003858,美丽红豆杉,[],[]
HERB003859,,[],[]
HERB003860,美丽金丝桃,[],[]
HERB003861,美丽马利筋,[],[]
HERB003862,美丽马醉木,[],[]
HERB003863,美丽帽柱木,[],[]
HERB003864,,[],[]
HERB003865,美丽藤黄,[],[]
HERB003866,美丽新木姜子,[],[]
HERB003867,美丽旋复花,[],[]
HERB003868,,[],[]
HERB003869,美丽银背藤,[],[]
HERB003870,,[],[]
HERB003871,美丽猪屎豆,[],[]
HERB003872,美商陆,[],[]
HERB003873,美穗小檗,[],[]
HERB003874,,[],[]
HERB003875,美特你杜鹃花,[],[]
HERB003876,美味红菇,[],[]
HERB003877,美味猕猴桃,[],[]
HERB003878,,[],[]
HERB003879,,[],[]
HERB003880,美洲檫木,[],[]
HERB003881,美洲刺参,[],[]
HERB003882,美洲刺桐,[],[]
HERB003883,梅州甘草,[],[]
HERB003884,梅州观音莲,[],[]
HERB003885,梅州花椒?,[],[]
HERB003886,美洲金露梅,[],[]
HERB003887,美洲金缕梅,[],[]
HERB003888,美洲苦木,[],[]
HERB003889,,[],[]
HERB003890,,[],[]
HERB003891,美洲南蛇藤,[],[]
HERB003892,,[],[]
HERB003893,,[],[]
HERB003894,美洲豚草,[],[]
HERB003895,美洲血根草,[],[]
HERB003896,美洲野百合,[],[]
HERB003897,,[],[]
HERB003898,蜢虫,[],[]
HERB003899,蒙大拿春黄菊,[],[]
HERB003900,蒙大拿山小橘,[],[]
HERB003901,蒙大拿芸香,[],[]
HERB003902,,[],[]
HERB003903,蒙古糙苏,[],[]
HERB003904,,[],[]
HERB003905,蒙古侧金盏花,[],[]
HERB003906,蒙古风毛菊,[],[]
HERB003907,蒙古蒿,[],[]
HERB003908,蒙古黄芪,[],[]
HERB003909,蒙古栎,[],[]
HERB003910,蒙古山萝卜,[],[]
HERB003911,蒙古绣线菊,[],[]
HERB003912,孟买肉豆蔻,[],[]
HERB003913,,[],[]
HERB003914,礞石,[],[]
HERB003915,蒙自草胡椒,[],[]
HERB003916,孟宗竹,[],[]
HERB003917,迷迭香,[],[]
HERB003918,迷迭香叶千里光,[],[]
HERB003919,美国黄瓜,[],[]
HERB003920,米蒿,[],[]
HERB003921,猕猴梨,[],[]
HERB003922,猕猴梨根,[],[]
HERB003923,猕猴桃,[],[]
HERB003924,猕猴桃根,[],[]
HERB003925,猕猴桃藤中汁,[],[]
HERB003926,猕猴桃枝叶,[],[]
HERB003927,密花豆,[],[]
HERB003928,,[],[]
HERB003929,密花美登木,[],[]
HERB003930,密花石豆兰,[],[]
HERB003931,密花石斛,[],[]
HERB003932,米花豚草,[],[]
HERB003933,密花娃儿藤,[],[]
HERB003934,,[],[]
HERB003935,密花岩风,[],[]
HERB003936,蜜环菌,[],[]
HERB003937,,[],[]
HERB003938,米酒,[],[]
HERB003939,,[],[]
HERB003940,密脉鹅掌柴,[],[]
HERB003941,密蒙花,[],[]
HERB003942,米皮糠,[],[]
HERB003943,,[],[]
HERB003944,密伞千里光,[],[]
HERB003945,马钱子,[],[]
HERB003946,,[],[]
HERB003947,,[],[]
HERB003948,米碎花蛇鞭菊,[],[]
HERB003949,,[],[]
HERB003950,,[],[]
HERB003951,米籽兰,[],[]
HERB003952,面包果,[],[]
HERB003953,绵萆薢,[],[]
HERB003954,面根藤,[],[]
HERB003955,棉花,[],[]
HERB003956,棉花根,[],[]
HERB003957,棉花壳,[],[]
HERB003958,棉花子,[],[]
HERB003959,,[],[]
HERB003960,棉麻,[],[]
HERB003961,绵马贯众,[],[]
HERB003962,,[],[]
HERB003963,迷案毛果香茶菜,[],[]
HERB003964,绵毛黄芪,[],[]
HERB003965,绵毛马兜铃,[],[]
HERB003966,绵毛娃儿藤,[],[]
HERB003967,,[],[]
HERB003968,冕宁乌头,[],[]
HERB003969,,[],[]
HERB003970,绵头雪莲花,[],[]
HERB003971,,[],[]
HERB003972,檰芽,[],[]
HERB003973,棉叶麻风树,[],[]
HERB003974,棉枣,[],[]
HERB003975,绵枣儿,[],[]
HERB003976,棉籽油,[],[]
HERB003977,,[],[]
HERB003978,闽皖八角,[],[]
HERB003979,明党参,[],[]
HERB003980,明矾,[],"['1%', '10%', '2%']"
HERB003981,松叶菊,[],[]
HERB003982,长柱琉璃草,[],[]
HERB003983,,[],[]
HERB003984,,[],[]
HERB003985,蘑菇,[],[]
HERB003986,膜果麻黄,[],[]
HERB003987,,[],[]
HERB003988,墨旱莲,[],[]
HERB003989,,[],[]
HERB003990,莫雷南洋参,[],[]
HERB003991,茉莉花,[],[]
HERB003992,,[],[]
HERB003993,莫罗氏忍冬,[],[]
HERB003994,磨盘草,[],[]
HERB003995,莫桑比克美登木,[],[]
HERB003996,没食子,[],[]
HERB003997,墨炭,[],[]
HERB003998,,[],[]
HERB003999,,[],[]
HERB004000,墨西哥落羽杉,[],[]
HERB004001,墨西哥向日葵,[],[]
HERB004002,,[],[]
HERB004003,抹香鲸,[],[]
HERB004004,没药,[],[]
HERB004005,,[],[]
HERB004006,,[],[]
HERB004007,,[],[]
HERB004008,木半夏根,[],[]
HERB004009,木鳖子,[],[]
HERB004010,木鳖根,[],[]
HERB004011,木鳖子,[],[]
HERB004012,木柴胡,[],[]
HERB004013,牡丹皮,[],[]
HERB004014,牧地香豌豆,[],[]
HERB004015,母丁香,[],[]
HERB004016,牧豆树,[],[]
HERB004017,木耳,[],[]
HERB004018,木耳毒马草,[],[]
HERB004019,木防己,[],[]
HERB004020,木芙蓉花,[],[]
HERB004021,木瓜,[],[]
HERB004022,木瓜根,[],[]
HERB004023,木瓜核,[],[]
HERB004024,木瓜枝,[],[]
HERB004025,木桂,[],[]
HERB004026,牡蒿,[],[]
HERB004027,牡蒿根,[],[]
HERB004028,木荷,[],[]
HERB004029,木蝴蝶,[],[]
HERB004030,木瑚蝶树皮,[],[]
HERB004031,母鸡,[],[]
HERB004032,木槿根,[],[]
HERB004033,木槿花,[],[]
HERB004034,木槿皮,[],[]
HERB004035,木槿叶,[],[]
HERB004036,牡荆子,[],[]
HERB004037,牡荆根,[],[]
HERB004038,牡荆根,[],[]
HERB004039,牡荆,[],[]
HERB004040,牡荆叶,[],"['0.52', '1.73', 'mice.2', '1.04', 'ammonia.3']"
HERB004041,牡荆油,[],[]
HERB004042,牡荆子,[],[]
HERB004043,木菊,[],[]
HERB004044,,[],[]
HERB004045,,[],[]
HERB004046,穆库尔没药,[],[]
HERB004047,木兰,[],[]
HERB004048,,[],[]
HERB004049,木榄,[],[]
HERB004050,牡蛎,[],[]
HERB004051,木藜芦,[],[]
HERB004052,牡蛎肉,[],[]
HERB004053,牧马豆,[],[]
HERB004054,木麻黄,[],[]
HERB004055,木棉花,[],[]
HERB004056,木薯地上部分,[],[]
HERB004057,木藤蓼,[],[]
HERB004058,木蹄层孔菌,[],[]
HERB004059,木天蓼,[],[]
HERB004060,木通,[],[]
HERB004061,木通根,[],[]
HERB004062,木茼蒿,[],[]
HERB004063,墓头回,[],[]
HERB004064,木香,[],[]
HERB004065,苜蓿,[],[]
HERB004066,苜蓿根,[],[]
HERB004067,木叶龙胆,[],[]
HERB004068,木贼,[],[]
HERB004069,木贼麻黄,[],[]
HERB004070,,[],[]
HERB004071,,[],[]
HERB004072,,[],[]
HERB004073,,[],[]
HERB004074,拿腾,[],[]
HERB004075,拿腾果,[],[]
HERB004076,奶桑,[],[]
HERB004077,南川冠唇花,[],[]
HERB004078,南川鹭鸶草,[],[]
HERB004079,南川升麻,[],[]
HERB004080,,[],[]
HERB004081,南丹参,[],[]
HERB004082,,[],[]
HERB004083,南方琉璃草,[],[]
HERB004084,,[],[]
HERB004085,南方欧石楠,[],[]
HERB004086,南方菟丝子,[],[]
HERB004087,,[],[]
HERB004088,南非钩麻,[],[]
HERB004089,,[],[]
HERB004090,,[],[]
HERB004091,南瓜,[],[]
HERB004092,南瓜子,[],[]
HERB004093,南鹤虱,[],[]
HERB004094,,[],[]
HERB004095,南轮环藤,[],[]
HERB004096,南美防己,[],[]
HERB004097,南美牛奶菜,[],[]
HERB004098,,[],[]
HERB004099,楠木,[],[]
HERB004100,南欧丹参,[],[]
HERB004101,,[],[]
HERB004102,南沙参,[],[]
HERB004103,南山花,[],[]
HERB004104,南山藤,[],[]
HERB004105,南蛇藤,[],[]
HERB004106,南蛇藤根,[],[]
HERB004107,南蛇藤果,[],[]
HERB004108,南蛇藤叶子,[],[]
HERB004109,,[],[]
HERB004110,南苏格兰嘉善罗,[],[]
HERB004111,南酸枣,[],[]
HERB004112,南天竹根,[],[]
HERB004113,南天竹梗,[],[]
HERB004114,南天竹叶,[],[]
HERB004115,南天竹子,[],[]
HERB004116,,[],[]
HERB004117,南投秋海棠,[],[]
HERB004118,南五味子,[],[]
HERB004119,,[],[]
HERB004120,南亚含笑,[],[]
HERB004121,南印度穿心莲,[],[]
HERB004122,南印度苏铁树果,[],[]
HERB004123,,[],[]
HERB004124,囊盖丝瓜,[],[]
HERB004125,囊状毛蕊花,[],[]
HERB004126,囊状紫檀,[],[]
HERB004127,硇砂,[],[]
HERB004128,脑石,[],[]
HERB004129,闹羊花,[],[]
HERB004130,闹羊花子,[],[]
HERB004131,内风消,[],[]
HERB004132,美国白梣,[],[]
HERB004133,,[],[]
HERB004134,内南五味子,[],[]
HERB004135,内折香茶菜,[],[]
HERB004136,嫩叶九里香,[],[]
HERB004137,,[],[]
HERB004138,,[],[]
HERB004139,,[],[]
HERB004140,尼泊尔独活,[],[]
HERB004141,尼泊尔老鹳草,[],[]
HERB004142,,[],[]
HERB004143,,[],[]
HERB004144,尼泊尔嵩草,[],[]
HERB004145,尼泊尔五头蛇,[],[]
HERB004146,尼泊尔羊蹄,[],[]
HERB004147,尼泊金乙酯,[],[]
HERB004148,,[],[]
HERB004149,泥东风螺,[],[]
HERB004150,尼古拉矢车菊,[],[]
HERB004151,,[],[]
HERB004152,泥胡菜,[],[]
HERB004153,拟金盏菊,[],[]
HERB004154,尼罗河柽柳,[],[]
HERB004155,尼罗河金银莲,[],[]
HERB004156,,[],[]
HERB004157,泥炭藓,[],[]
HERB004158,拟玉龙乌头,[],[]
HERB004159,泥沼木姜子,[],[]
HERB004160,年报春,[],[]
HERB004161,,[],[]
HERB004162,粘毛鼠尾草,[],[]
HERB004163,粘委陵菜,[],[]
HERB004164,粘性果实酸姜,[],[]
HERB004165,粘性土木香,[],[]
HERB004166,,[],[]
HERB004167,,[],[]
HERB004168,鲶鱼须,[],[]
HERB004169,鲶鱼,[],[]
HERB004170,,[],[]
HERB004171,,[],[]
HERB004172,尿泡草,[],[]
HERB004173,宁扁萼苔烯,[],[]
HERB004174,,[],[]
HERB004175,宁国贝母,[],[]
HERB004176,柠檬,[],[]
HERB004177,柠檬桉叶,[],[]
HERB004178,柠檬根,[],[]
HERB004179,柠檬皮,[],[]
HERB004180,柠檬酸,[],[]
HERB004181,柠檬叶,[],[]
HERB004182,宁夏贝母,[],[]
HERB004183,宁夏枸杞根皮,[],[]
HERB004184,宁夏枸杞子,[],[]
HERB004185,,[],[]
HERB004186,,[],[]
HERB004187,牛蒡根,[],[]
HERB004188,牛蒡茎叶,[],[]
HERB004189,牛蒡叶,[],[]
HERB004190,,[],[]
HERB004191,牛蒡子,[],[]
HERB004192,牛鞭,[],[]
HERB004193,牛大力,[],[]
HERB004194,牛胆,[],[]
HERB004195,牛耳大黄,[],[]
HERB004196,牛耳枫子,[],[]
HERB004197,牛防风,[],[]
HERB004198,牛肺,[],[]
HERB004199,牛肝,[],[]
HERB004200,,[],[]
HERB004201,牛黄,[],[]
HERB004202,牛筋果,[],[]
HERB004203,牛津千里光,[],[]
HERB004204,牛筋条,[],[]
HERB004205,牛脑,[],[]
HERB004206,牛皮茶,[],[]
HERB004207,扭曲松叶菊,[],[]
HERB004208,扭曲一根草,[],[]
HERB004209,牛乳,[],[]
HERB004210,牛舌草,[],[]
HERB004211,牛舌头,[],[]
HERB004212,牛肾,[],[]
HERB004213,牛蹄豆,[],[]
HERB004214,牛尾菜,[],[]
HERB004215,牛尾草香茶菜,[],[]
HERB004216,牛尾独活,[],[]
HERB004217,牛尾蒿,[],[]
HERB004218,牛膝,[],[]
HERB004219,牛膝茎叶,[],[]
HERB004220,牛西西,[],[]
HERB004221,牛心番荔枝,[],[]
HERB004222,牛心粉,[],[]
HERB004223,,[],[]
HERB004224,牛心茄子,[],[]
HERB004225,牛玄金合欢,[],[]
HERB004226,牛血,[],[]
HERB004227,牛眼马钱,[],[]
HERB004228,牛眼蟛蜞菊,[],[]
HERB004229,,[],[]
HERB004230,,[],[]
HERB004231,,[],[]
HERB004232,农吉利,[],[]
HERB004233,,[],[]
HERB004234,怒江山茶,[],[]
HERB004235,女贞根,[],[]
HERB004236,女贞叶,[],[]
HERB004237,女贞子,[],"['mice.2', 'pressure.3', 'vitro.4', 'vitro.5']"
HERB004238,糯稻,[],[]
HERB004239,糯稻根,[],[]
HERB004240,,[],[]
HERB004241,女贞小蜡树,[],[]
HERB004242,女贞子,[],[]
HERB004243,,[],[]
HERB004244,藕,[],[]
HERB004245,欧薄荷,[],[]
HERB004246,欧藏珠,[],[]
HERB004247,欧当归,[],[]
HERB004248,欧地笋,[],[]
HERB004249,欧丁香,[],[]
HERB004250,欧防风,[],[]
HERB004251,藕节,[],[]
HERB004252,欧锦葵,[],[]
HERB004253,欧莨菪,[],[]
HERB004254,,[],[]
HERB004255,欧列当,[],[]
HERB004256,偶曼陀罗根,[],[]
HERB004257,,[],[]
HERB004258,欧绵马,[],[]
HERB004259,欧前胡,[],[]
HERB004260,欧石楠,[],[]
HERB004261,欧鼠李,[],[]
HERB004262,藕炭,[],[]
HERB004263,,[],[]
HERB004264,,[],[]
HERB004265,欧细辛,[],[]
HERB004266,欧夏至草,[],[]
HERB004267,欧亚甘草,[],[]
HERB004268,欧亚槭,[],[]
HERB004269,欧亚瑞香,[],[]
HERB004270,欧泽芹,[],[]
HERB004271,藕汁,[],[]
HERB004272,欧洲白蜡树,[],[]
HERB004273,欧洲白栎,[],[]
HERB004274,欧洲赤松,[],[]
HERB004275,欧洲刺柏,[],[]
HERB004276,欧洲刺柏变种,[],[]
HERB004277,欧洲独活,[],[]
HERB004278,欧洲花楸,[],[]
HERB004279,欧洲夹竹桃,[],[]
HERB004280,欧洲蕨,[],[]
HERB004281,欧洲蓝茉莉?,[],[]
HERB004282,欧洲冷杉,[],[]
HERB004283,欧洲李,[],[]
HERB004284,欧洲耧斗菜,[],[]
HERB004285,欧洲马兜铃,[],[]
HERB004286,欧洲蜜蜂花,[],[]
HERB004287,欧洲没药,[],[]
HERB004288,欧洲女贞,[],[]
HERB004289,欧洲萍逢草,[],[]
HERB004290,欧洲萍逢草,[],[]
HERB004291,欧洲桤木,[],[]
HERB004292,欧洲七叶树,[],[]
HERB004293,欧洲千里光,[],[]
HERB004294,欧洲山芥,[],[]
HERB004295,欧洲山杨,[],[]
HERB004296,欧洲省沽油,[],[]
HERB004297,欧洲水青冈,[],[]
HERB004298,欧洲菘蓝,[],[]
HERB004299,,[],[]
HERB004300,欧洲卫矛,[],[]
HERB004301,欧洲仙客来,[],[]
HERB004302,欧洲小檗,[],[]
HERB004303,欧洲云杉,[],[]
HERB004304,,[],[]
HERB004305,,[],[]
HERB004306,,[],[]
HERB004307,帕克夜香树,[],[]
HERB004308,帕里北方十大功劳,[],[]
HERB004309,,[],[]
HERB004310,排钱草,[],[]
HERB004311,排钱草根,[],[]
HERB004312,攀援臭黄荆,[],[]
HERB004313,攀援鱼藤,[],[]
HERB004314,攀枝钩藤,[],[]
HERB004315,潘庄叶下珠,[],[]
HERB004316,胖大海,[],[]
HERB004317,胖大海,[],[]
HERB004318,螃蟹,[],[]
HERB004319,炮弹果,[],[]
HERB004320,炮附子,[],"['aconitine.2', 'flow.3', 'sedatives.4', 'cholesterol.5', '0.295', '17.42', 'orally.6']"
HERB004321,炮诃子,[],[]
HERB004322,炮姜,[],[]
HERB004323,泡囊草,[],[]
HERB004324,泡泡树,[],[]
HERB004325,炮山甲,[],[]
HERB004326,泡桐,[],[]
HERB004327,泡桐果,[],[]
HERB004328,泡桐花,[],[]
HERB004329,泡状番荔枝,[],[]
HERB004330,佩兰,[],[]
HERB004331,,[],[]
HERB004332,,[],[]
HERB004333,喷瓜,[],[]
HERB004334,盆架树,[],[]
HERB004335,,[],[]
HERB004336,蓬莪术,[],[]
HERB004337,蓬莱草,[],[]
HERB004338,蟛蜞菊,[],[]
HERB004339,硼砂,[],[]
HERB004340,,[],[]
HERB004341,彭县雪胆,[],[]
HERB004342,蓬子菜,[],[]
HERB004343,脾寒草,[],[]
HERB004344,脾寒草根?,[],[]
HERB004345,啤酒花,[],[]
HERB004346,啤酒花菟丝子,[],[]
HERB004347,霹雳萝芙木,[],[]
HERB004348,枇杷,[],[]
HERB004349,枇杷核,[],[]
HERB004350,枇杷叶,[],[]
HERB004351,皮契茄,[],[]
HERB004352,皮哨子,[],[]
HERB004353,,[],[]
HERB004354,铍针杜茎山,[],[]
HERB004355,,[],[]
HERB004356,,[],[]
HERB004357,披针叶钩藤,[],[]
HERB004358,披针叶黄肉楠,[],[]
HERB004359,披针叶南五味子,[],[]
HERB004360,偏翅唐松草,[],[]
HERB004361,偏翅唐松草根,[],[]
HERB004362,片姜黄,[],[]
HERB004363,飘拂草,[],[]
HERB004364,苤蓝,[],[]
HERB004365,,[],[]
HERB004366,平贝母,[],[]
HERB004367,平车前,[],[]
HERB004368,,[],[]
HERB004369,,[],[]
HERB004370,瓶尔小草,[],[]
HERB004371,萍逢草,[],[]
HERB004372,苹果,[],[]
HERB004373,苹果海棠,[],[]
HERB004374,平滑发亮钩藤,[],[]
HERB004375,平滑蜂斗菜,[],[]
HERB004376,,[],[]
HERB004377,,[],[]
HERB004378,萍蓬草,[],[]
HERB004379,,[],[]
HERB004380,平千里光,[],[]
HERB004381,平卧稻花,[],[]
HERB004382,平羽凤尾蕨,[],[]
HERB004383,平原巴豆,[],[]
HERB004384,平展角茴香,[],[]
HERB004385,,[],[]
HERB004386,破布叶,[],[]
HERB004387,破故纸,[],[]
HERB004388,婆罗门皂荚,[],[]
HERB004389,婆罗洲钩藤,[],[]
HERB004390,,[],[]
HERB004391,铺地蜈蚣,[],[]
HERB004392,,[],[]
HERB004393,普洱茶,[],[]
HERB004394,普尔迪罗汉松,[],[]
HERB004395,扑尔敏,[],[]
HERB004396,匍匐筋骨草,[],[]
